XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=550),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551),XMeans(max_clusters=551)
499,432,324,261,191,474,324,341,117,229,178,183,219,196,474,272,49,14,244,241
212,130,226,246,288,527,159,195,151,205,283,471,425,496,26,291,133,101,277,186
198,10,97,193,245,187,219,231,331,391,243,536,484,376,458,98,489,279,494,297
145,66,114,138,264,254,489,185,297,240,276,494,441,409,485,118,274,258,528,371
195,9,107,194,254,188,213,230,331,389,245,536,487,374,457,99,491,279,493,296
164,22,85,185,235,178,230,239,332,370,237,541,472,403,463,88,500,281,507,308
176,2,343,279,221,174,197,269,130,417,212,518,504,507,493,250,511,125,472,201
210,53,321,129,260,420,313,180,123,212,274,505,454,412,484,265,127,94,291,151
181,43,345,254,219,177,190,272,140,412,221,510,498,511,488,258,505,127,475,197
197,11,98,191,246,186,220,231,331,375,247,535,485,375,459,98,486,279,495,291
159,40,75,203,237,208,222,248,318,393,238,523,495,391,449,83,484,267,504,314
200,13,109,206,243,209,212,229,330,380,241,526,486,407,471,103,485,278,477,286
146,297,443,147,268,374,447,187,291,44,269,497,117,415,477,125,125,242,539,360
176,2,341,201,221,212,197,269,129,417,216,519,504,507,493,251,512,125,472,201
182,44,346,200,218,214,192,273,139,411,220,512,499,513,492,256,507,126,473,196
210,53,321,129,260,420,313,180,123,212,274,505,454,412,484,265,127,94,291,151
199,39,76,205,225,206,210,258,319,384,223,525,494,389,450,95,469,269,479,287
339,280,401,50,5,350,399,413,383,96,18,97,21,172,376,135,156,421,42,412
194,5,95,189,244,189,218,230,331,392,242,533,482,378,458,96,488,279,490,295
295,267,349,41,38,320,410,387,373,62,103,104,44,181,369,149,252,406,40,398
325,318,412,28,70,377,440,451,421,45,72,133,108,115,360,180,205,448,86,393
337,294,429,59,49,401,419,471,415,30,33,117,79,137,267,195,168,458,95,383
309,301,442,141,67,370,441,449,401,55,81,107,120,126,380,191,193,449,87,357
169,38,94,175,242,202,228,255,316,399,228,544,475,395,447,82,479,264,501,304
296,267,349,41,36,320,409,387,373,63,103,104,45,180,368,148,251,407,40,398
278,369,425,9,58,362,378,468,395,38,89,174,38,119,250,175,211,433,54,431
160,23,81,204,236,210,221,250,329,379,239,528,497,405,470,85,502,277,505,315
146,297,443,147,268,374,447,187,291,44,269,497,117,415,477,125,125,242,539,360
276,358,449,0,61,356,366,461,406,34,77,180,113,134,243,177,206,439,56,428
147,315,414,146,270,373,445,186,290,41,268,496,105,417,480,123,202,241,536,364
240,120,234,271,325,431,184,222,166,173,325,445,401,527,2,315,108,111,265,156
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
235,113,237,275,333,432,182,219,160,175,324,460,402,550,4,320,109,112,264,166
137,228,168,88,357,131,112,136,260,456,333,426,369,329,152,26,355,335,348,37
189,30,104,180,227,196,204,240,322,403,225,548,481,384,452,93,471,270,482,289
183,45,340,202,217,211,191,268,138,416,214,514,505,514,491,252,506,123,471,200
283,330,392,23,21,405,385,401,411,17,47,162,3,99,219,156,171,467,70,440
170,36,94,174,242,203,226,254,314,396,226,543,476,394,448,81,479,261,500,302
167,20,83,186,233,178,231,236,332,368,235,540,469,400,469,88,499,281,509,310
245,52,330,124,273,469,312,183,126,237,270,186,461,206,481,269,129,26,289,231
336,289,395,58,12,400,401,417,416,31,34,116,81,138,269,196,178,460,94,380
236,121,244,269,322,419,175,216,169,182,327,456,410,528,12,312,100,87,307,145
168,31,94,178,238,205,224,251,317,400,227,544,496,398,443,82,479,263,502,305
344,295,424,60,6,398,417,474,420,26,39,121,100,110,279,187,165,455,45,390
183,41,340,255,220,211,189,271,138,416,210,513,506,514,491,252,504,122,471,200
201,14,109,206,243,209,212,229,330,380,224,526,491,406,471,103,485,278,478,286
327,317,410,29,73,376,443,453,424,46,75,140,109,118,240,183,200,452,85,363
342,279,402,51,9,349,404,420,379,61,16,95,1,176,362,141,152,422,46,404
260,350,373,19,19,335,374,373,392,70,102,157,35,147,230,145,242,413,55,425
182,43,345,200,219,214,193,272,139,411,221,512,498,511,492,256,507,126,475,197
296,266,348,41,38,321,409,387,373,62,103,104,44,180,369,149,252,407,40,398
272,329,390,24,20,344,386,402,393,72,2,161,7,100,218,139,147,418,61,436
260,351,373,19,19,335,374,374,391,70,102,157,35,147,230,145,242,413,55,425
343,279,402,51,10,349,404,421,379,61,17,95,1,176,362,142,152,422,47,404
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
325,318,412,28,70,377,440,451,421,45,72,133,108,115,360,180,205,448,86,393
164,22,85,185,235,178,230,239,329,370,237,541,472,403,463,88,500,277,507,308
197,11,98,191,246,186,220,231,331,375,247,535,485,375,459,98,486,279,495,291
182,44,346,200,218,214,192,273,139,411,220,512,499,513,492,256,507,126,473,196
325,318,411,31,70,377,439,451,421,45,72,132,108,114,360,180,203,448,86,393
145,66,114,138,264,254,489,185,297,240,276,494,441,409,485,118,274,258,528,371
345,291,399,54,8,397,411,418,419,29,40,120,2,108,278,186,179,456,44,389
183,45,340,202,217,211,191,268,138,416,214,514,505,514,491,252,506,123,471,200
189,30,104,180,227,196,204,240,322,403,225,548,481,384,452,93,471,270,482,289
262,349,375,16,26,334,376,375,396,67,92,159,36,149,232,147,240,416,52,424
307,303,436,43,64,368,449,457,429,52,83,110,122,128,379,188,195,446,93,391
260,350,374,19,19,336,374,373,392,71,102,158,35,148,231,145,243,413,55,425
306,302,437,32,66,365,448,459,428,51,84,112,118,129,238,190,196,445,91,361
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
331,273,397,55,14,352,405,422,370,60,0,102,0,171,366,143,155,426,43,378
298,319,408,36,77,319,453,454,425,48,71,135,112,113,370,182,197,441,73,397
296,267,348,41,36,321,410,387,373,62,103,105,44,181,369,149,252,407,40,398
297,320,405,37,74,364,454,455,426,50,73,139,110,117,234,183,199,443,72,396
480,443,510,216,194,453,308,333,179,258,62,213,213,220,501,334,37,32,248,244
272,329,390,24,20,344,386,402,393,72,2,161,7,101,218,139,147,418,61,436
499,432,324,261,191,474,324,341,117,229,178,183,219,196,474,272,49,14,244,241
178,3,343,279,222,174,198,270,130,418,212,518,503,509,490,250,511,124,468,202
272,329,390,24,20,344,386,402,393,72,2,161,7,101,218,139,147,418,61,436
324,269,369,38,41,327,407,385,378,65,98,137,43,178,364,150,254,411,37,400
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,508,128,476,198
296,266,348,41,36,321,410,387,374,63,103,104,45,180,369,148,252,407,39,398
165,18,87,183,252,180,233,238,329,371,231,527,472,401,463,89,501,277,508,309
342,278,402,52,9,349,404,420,380,61,16,95,1,109,362,141,153,422,46,403
324,269,369,38,41,327,407,385,378,65,98,137,43,178,359,150,254,411,37,400
180,0,347,199,224,213,200,275,132,410,217,511,500,508,494,257,513,129,474,199
194,6,108,187,254,189,215,230,330,390,244,534,488,377,456,100,492,278,488,294
176,2,341,279,222,464,197,269,130,417,212,518,504,509,493,250,511,124,472,201
164,22,85,185,235,178,230,239,329,370,237,541,472,403,463,88,500,277,507,308
337,294,429,59,49,401,418,471,415,30,33,117,79,137,266,195,167,458,95,383
181,43,345,200,218,214,193,273,140,411,221,512,498,513,488,258,507,127,473,197
191,24,78,171,231,193,205,247,325,401,222,549,481,385,455,90,474,272,486,289
273,334,391,20,23,351,379,403,399,69,14,163,6,91,220,140,151,419,51,443
299,319,407,35,76,319,452,454,425,49,71,134,111,113,370,182,197,441,73,397
324,270,368,38,39,327,406,384,377,66,100,137,41,178,359,151,254,412,38,400
335,288,394,53,48,353,413,423,418,28,38,119,80,112,274,185,164,459,62,379
170,36,94,174,242,203,226,254,314,396,226,543,476,394,448,81,479,261,500,302
179,0,347,278,223,175,200,274,131,410,211,509,500,510,494,257,509,128,474,199
179,1,344,277,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,508,128,476,198
260,351,373,19,19,335,374,374,391,70,102,157,35,147,230,145,242,413,55,435
272,329,390,24,20,344,386,402,393,72,2,161,7,100,218,139,147,418,61,436
256,354,372,18,16,339,373,377,387,75,101,166,27,152,227,131,238,415,59,422
253,440,4,225,296,423,303,178,174,267,157,231,436,37,333,458,86,55,302,160
181,43,345,254,219,177,193,272,140,412,221,510,498,511,488,258,505,127,475,197
206,57,335,260,269,520,179,177,122,214,259,503,422,516,472,267,123,90,283,154
288,343,445,5,50,407,421,410,412,22,44,125,83,102,224,159,172,465,69,441
331,271,397,55,15,354,405,422,370,60,0,103,0,171,367,144,154,427,43,377
179,1,344,277,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
179,1,344,277,223,175,199,274,131,409,211,509,501,510,487,259,508,128,476,198
192,7,100,188,255,189,216,230,331,377,248,532,483,380,462,102,493,279,489,292
193,8,106,190,247,189,217,231,330,374,248,531,493,379,460,97,487,278,491,293
192,7,100,188,255,189,216,230,331,377,248,532,483,380,462,102,493,279,489,292
273,334,391,20,23,351,379,403,399,69,14,163,6,90,220,140,146,419,51,443
296,266,349,41,36,320,409,388,374,62,104,105,45,181,368,149,252,407,39,398
174,37,91,176,240,200,228,255,310,398,229,542,474,392,445,82,482,266,497,298
186,28,102,182,229,197,202,243,328,405,222,545,479,381,452,94,475,276,480,288
160,23,81,204,236,210,221,250,329,378,239,528,497,405,470,85,502,277,505,315
306,302,437,32,66,365,448,458,427,51,84,112,118,129,236,190,196,444,91,361
179,1,344,277,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
185,25,77,173,232,192,206,260,327,407,222,550,478,386,454,91,478,275,487,288
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
166,17,88,184,249,179,232,237,332,369,232,530,468,400,468,89,498,280,510,313
191,24,78,171,231,193,205,247,325,401,222,549,481,385,455,90,474,272,486,289
199,39,76,205,226,207,209,256,319,385,223,525,494,389,450,95,470,269,479,287
296,266,349,41,36,320,409,388,374,62,104,105,45,181,368,149,252,407,39,398
187,26,80,172,232,190,201,242,326,408,225,550,477,388,451,94,477,276,481,288
184,41,342,255,220,211,189,271,141,415,210,514,506,512,491,252,504,123,471,200
278,369,425,9,58,362,378,468,395,38,89,174,38,119,250,175,211,433,54,431
273,334,391,20,23,351,379,403,399,69,14,163,6,90,220,140,146,419,51,444
277,355,426,10,59,363,377,466,403,37,88,170,37,121,248,179,213,434,74,434
166,17,88,184,249,179,232,237,332,369,232,537,468,400,468,89,498,280,510,313
199,39,76,205,226,207,209,262,321,387,223,524,494,389,450,95,470,268,479,287
496,433,227,133,184,521,168,170,145,183,288,448,423,529,34,300,97,86,284,269
462,55,326,212,206,471,315,346,128,233,177,185,235,204,550,271,45,16,222,239
186,28,102,182,229,197,202,243,328,405,225,545,479,381,452,94,475,276,480,288
172,33,92,174,238,199,225,252,313,394,226,542,463,396,442,81,480,260,498,300
257,359,450,1,62,357,368,462,407,77,91,181,123,124,252,172,209,440,57,429
260,351,373,19,19,335,374,374,391,70,102,157,35,147,230,145,242,413,55,425
199,39,76,205,225,206,209,263,320,388,223,524,494,389,450,95,469,268,479,287
161,15,89,197,248,183,229,233,329,369,233,530,467,400,467,89,497,277,510,312
161,19,84,195,233,181,229,235,332,368,234,539,467,400,466,87,496,281,509,311
261,349,375,16,26,334,376,375,397,67,92,159,36,149,233,146,240,416,52,423
256,354,372,18,16,339,373,377,387,75,101,166,27,152,227,131,238,415,59,422
160,23,82,204,236,210,221,249,329,379,239,529,497,405,470,84,502,277,505,315
200,13,109,206,243,209,211,229,330,380,240,526,486,407,471,103,485,278,477,286
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
159,40,75,203,239,208,222,248,318,393,238,523,495,391,449,83,484,267,504,314
462,55,326,212,206,471,315,346,128,233,177,185,235,204,550,271,45,16,222,239
212,130,226,246,288,527,159,195,151,205,283,471,425,496,26,291,133,101,277,186
260,350,374,19,19,336,374,373,392,71,102,158,35,148,231,145,243,413,55,425
185,29,101,181,230,194,207,261,328,406,222,546,480,382,453,92,476,274,485,288
161,15,89,197,248,183,229,233,332,369,233,530,467,400,467,89,497,280,510,312
164,22,85,185,235,178,230,239,332,370,237,541,472,403,463,88,500,281,507,308
252,379,5,399,122,507,303,224,110,267,157,231,436,36,335,460,87,55,301,218
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,508,128,476,198
179,1,344,278,223,175,199,274,131,409,211,509,501,510,487,259,509,128,476,198
163,16,90,198,251,184,229,232,332,373,230,537,470,402,464,89,495,280,506,306
326,318,411,31,71,377,439,450,422,45,72,132,108,114,361,181,203,448,86,394
276,358,449,0,61,356,366,461,406,34,77,180,113,134,243,177,206,439,56,428
297,320,405,37,74,364,454,455,426,50,73,139,110,117,234,183,199,443,72,396
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
169,38,94,175,242,202,228,255,316,399,228,544,475,395,447,82,479,264,501,304
210,53,321,129,260,420,313,180,123,212,274,505,454,412,484,265,127,94,291,151
159,40,75,203,237,208,223,248,318,393,238,523,495,390,449,83,484,267,504,314
273,334,391,20,23,351,379,403,399,69,14,163,6,90,220,140,146,419,51,443
285,345,421,21,55,393,383,472,408,14,45,176,5,97,280,154,170,461,66,437
200,13,109,206,243,209,211,229,330,380,240,526,493,406,471,103,485,278,477,286
295,267,349,41,36,320,410,387,374,62,103,104,45,180,368,148,251,407,39,398
323,270,368,40,39,328,406,384,377,66,100,138,41,177,358,151,253,412,38,401
279,360,428,7,63,361,369,465,389,36,80,178,40,122,251,173,208,438,75,427
296,266,349,41,36,321,409,387,373,62,103,104,44,180,369,149,252,407,40,398
335,288,394,53,48,355,413,423,418,28,38,119,80,112,274,185,164,459,62,379
498,59,334,256,192,476,323,343,119,181,258,502,221,198,475,275,51,20,282,234
166,17,88,184,249,179,232,237,332,369,232,530,468,400,468,89,498,280,510,313
324,269,369,38,41,327,407,385,378,65,98,137,43,178,364,150,254,411,37,400
335,288,394,53,48,355,413,423,418,28,38,119,80,112,274,185,164,459,62,379
329,277,379,48,30,331,394,382,384,82,97,86,33,184,384,230,249,431,537,411
331,271,397,55,14,352,405,422,370,60,0,102,0,170,366,143,154,426,43,377
167,20,83,186,233,178,231,236,332,368,235,540,469,400,469,88,499,281,509,310
272,329,390,24,20,344,386,402,393,72,2,161,7,101,218,139,147,418,61,436
168,31,94,178,238,205,224,251,317,400,227,544,465,398,443,82,479,263,502,305
181,43,345,254,219,177,190,272,140,412,221,510,498,511,488,258,505,127,475,197
159,40,75,203,239,208,222,248,318,393,238,523,495,391,449,83,484,267,504,314
342,278,402,52,9,349,404,420,380,61,16,95,1,109,362,141,153,422,46,403
174,37,91,176,240,200,228,255,310,398,229,542,474,392,445,82,482,266,497,298
306,302,438,33,66,366,448,458,427,51,86,113,118,130,237,190,196,444,92,362
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
198,10,97,193,245,187,219,231,331,391,243,536,484,376,458,98,489,279,494,297
172,33,92,174,238,199,225,252,313,394,226,542,463,396,442,81,480,260,498,300
448,457,110,140,208,467,317,424,354,243,182,190,238,239,355,237,43,25,1,237
298,319,408,36,77,319,453,454,425,48,71,135,112,113,370,182,197,441,73,397
169,38,94,175,242,202,228,255,316,399,228,544,475,395,447,82,479,264,501,304
206,57,335,260,269,520,179,177,122,214,259,503,422,516,472,267,123,90,283,154
334,296,404,61,47,399,414,469,417,27,37,118,78,111,275,184,166,457,63,385
295,267,349,42,36,320,410,387,373,62,103,104,45,181,368,148,251,406,40,398
199,39,76,205,226,207,209,256,319,385,223,525,494,389,450,95,470,269,479,287
283,330,392,23,21,405,385,401,411,17,47,162,3,99,219,156,171,467,70,440
183,45,340,202,217,211,191,268,138,416,219,514,505,514,491,252,506,123,471,200
177,3,343,280,222,174,198,270,130,418,212,518,503,509,490,250,511,124,468,202
237,117,243,268,319,416,186,215,157,187,328,440,409,526,11,313,91,79,306,147
176,2,341,201,221,212,197,269,129,417,218,519,504,507,493,251,512,125,472,201
342,292,398,51,9,349,404,419,379,61,16,95,1,109,277,141,152,422,46,403
280,357,427,8,60,360,367,464,388,35,79,179,39,123,244,178,207,437,77,426
196,12,99,192,253,185,214,231,330,376,246,535,493,373,461,101,490,278,492,290
210,53,321,129,260,420,313,180,123,212,274,505,454,412,484,265,127,94,291,151
295,267,348,42,37,321,410,387,373,63,103,104,44,180,369,148,251,406,40,399
145,66,114,138,264,254,489,185,297,240,276,494,441,409,485,118,274,258,528,371
329,277,379,48,30,331,394,382,384,82,97,86,33,184,384,230,249,431,537,411
298,319,407,36,76,319,452,454,425,48,71,134,112,113,370,182,197,441,73,397
187,26,80,172,232,190,201,242,326,408,225,550,477,388,451,94,477,276,481,288
279,360,428,7,63,361,369,465,389,36,80,178,40,122,251,173,208,438,78,427
194,5,95,189,244,189,218,230,331,392,242,533,482,378,458,96,488,279,490,295
331,271,397,55,15,354,405,422,370,60,0,103,0,171,367,144,154,427,43,377
159,40,75,203,239,208,223,248,318,393,238,523,495,391,449,83,484,267,504,314
199,39,76,205,226,206,209,259,319,386,223,525,494,389,450,95,469,269,479,287
195,9,107,194,254,188,213,230,331,389,245,536,487,374,457,99,491,279,493,296
164,22,85,185,235,178,230,239,332,370,237,541,472,403,463,88,500,281,507,308
272,329,390,24,20,344,386,402,393,72,2,161,7,100,218,139,147,418,61,436
261,349,375,16,26,334,376,375,397,67,92,159,36,150,233,146,240,416,53,423
186,28,102,182,229,197,202,243,328,405,225,545,479,381,452,94,475,276,480,288
272,329,390,24,20,344,386,402,393,72,2,161,7,100,218,139,147,418,61,436
462,55,326,212,206,471,315,346,128,233,177,185,235,204,550,271,45,16,222,239
495,119,318,127,321,446,176,217,170,184,327,446,448,532,13,310,99,83,307,146
148,299,444,144,267,330,446,188,292,42,266,498,106,414,478,124,124,243,538,359
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
185,29,101,181,230,194,207,261,328,406,222,546,480,382,453,92,476,274,485,288
329,277,379,48,30,331,394,382,384,82,97,86,33,184,384,230,249,431,537,411
195,9,107,194,254,188,213,230,331,389,245,536,487,374,457,99,491,279,493,296
167,20,83,186,233,178,231,236,329,368,235,529,469,400,469,88,499,277,509,310
260,351,373,19,19,335,374,374,391,70,102,157,35,147,230,145,242,413,55,425
191,24,78,171,231,193,205,247,325,401,222,549,481,385,455,90,474,272,486,289
177,3,343,280,222,174,198,270,130,418,212,518,503,509,490,250,511,124,468,202
199,39,76,205,225,207,210,262,319,382,223,524,494,389,450,95,470,268,479,287
184,41,342,255,220,176,189,271,141,415,210,513,506,512,489,253,504,122,467,203
255,90,6,224,297,424,303,226,175,267,157,231,216,522,27,308,120,59,257,161
255,90,6,224,297,424,303,226,175,267,157,231,216,522,333,308,120,59,257,161
199,39,76,205,226,206,209,259,319,386,223,525,494,389,450,95,469,269,479,287
296,266,349,41,36,320,409,388,374,62,104,105,45,181,368,149,252,407,39,398
277,355,426,11,59,363,377,466,403,37,88,171,37,121,248,179,213,434,74,434
331,271,397,55,15,354,405,422,370,60,0,103,0,171,367,144,154,427,43,377
167,20,83,186,233,178,231,236,332,368,235,540,469,400,469,88,499,281,509,310
296,267,348,42,36,321,410,387,373,62,103,105,44,180,369,148,252,407,40,398
297,320,405,37,74,364,454,455,426,50,73,139,110,117,234,183,199,443,72,396
200,14,109,206,243,209,212,229,330,380,241,526,493,406,471,103,485,278,477,286
