,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,Class
2491,0.26,0.64,0.34,1.0,0.65,0.77,0.43,0.36,0.01,0.11,0.0,0.08,0.5,0.04,1.0,0.0,2
2492,0.26,0.8,0.58,1.0,0.63,0.61,0.38,0.26,0.0,0.06,0.22,0.18,0.61,0.0,1.0,0.18,2
2493,0.26,0.95,0.58,1.0,0.73,0.74,0.55,0.47,0.27,0.23,0.0,0.0,0.49,0.02,1.0,0.02,2
2494,0.27,0.7,0.36,1.0,0.66,0.81,0.57,0.44,0.3,0.1,0.0,0.04,0.48,0.05,1.0,0.0,2
2495,0.02,0.79,0.32,1.0,0.52,0.7,0.39,0.36,0.12,0.06,0.0,0.07,0.5,0.07,1.0,0.0,2
2496,0.28,0.75,0.57,1.0,0.93,0.82,0.71,0.51,0.33,0.26,0.0,0.0,0.49,0.05,1.0,0.16,2
2497,0.29,0.71,0.45,1.0,0.83,0.78,0.68,0.38,0.33,0.07,0.0,0.09,0.52,0.2,1.0,0.0,2
2498,0.29,0.8,0.33,1.0,0.71,0.89,0.55,0.43,0.2,0.08,0.0,0.05,0.5,0.04,1.0,0.0,2
2499,0.3,0.69,0.38,1.0,0.82,0.88,0.76,0.53,0.43,0.24,0.0,0.0,0.43,0.06,1.0,0.06,2
2500,0.31,0.67,0.4,1.0,0.81,0.97,0.69,0.53,0.39,0.15,0.0,0.01,0.49,0.05,1.0,0.0,2
2501,0.31,0.76,0.62,1.0,0.89,0.82,0.61,0.52,0.24,0.26,0.0,0.1,0.5,0.07,1.0,0.0,2
2502,0.32,0.68,0.49,1.0,0.91,0.92,0.59,0.47,0.13,0.11,0.0,0.23,0.46,0.0,1.0,0.05,2
2503,0.32,0.7,0.45,1.0,0.77,0.84,0.49,0.49,0.14,0.2,0.0,0.0,0.51,0.09,1.0,0.22,2
2504,0.33,0.66,0.5,1.0,0.58,0.57,0.36,0.18,0.0,0.0,0.21,0.17,0.61,0.13,1.0,0.04,2
2505,0.33,0.75,0.51,1.0,0.63,0.71,0.36,0.31,0.0,0.0,0.04,0.16,0.52,0.15,1.0,0.17,2
2506,0.33,0.89,0.63,1.0,0.58,0.5,0.35,0.1,0.0,0.09,0.31,0.27,0.65,0.04,1.0,0.0,2
2507,0.35,0.69,0.58,1.0,0.85,0.86,0.65,0.48,0.35,0.13,0.0,0.01,0.53,0.0,1.0,0.25,2
2508,0.35,0.8,0.69,1.0,0.66,0.58,0.39,0.24,0.0,0.0,0.09,0.13,0.54,0.13,1.0,0.07,2
2509,0.36,0.65,0.49,1.0,0.73,0.71,0.58,0.33,0.27,0.01,0.0,0.01,0.5,0.06,1.0,0.0,2
2510,0.36,0.77,0.55,1.0,0.53,0.57,0.34,0.19,0.0,0.0,0.23,0.19,0.62,0.14,1.0,0.04,2
2511,0.37,0.8,0.81,1.0,0.95,0.7,0.68,0.39,0.32,0.11,0.0,0.1,0.48,0.17,1.0,0.0,2
2512,0.37,0.82,0.57,1.0,0.53,0.65,0.3,0.36,0.0,0.16,0.3,0.0,0.66,0.02,1.0,0.19,2
2513,0.39,0.6,0.64,1.0,0.96,0.84,0.69,0.41,0.25,0.12,0.0,0.15,0.5,0.0,1.0,0.04,2
2514,0.39,0.9,0.79,1.0,1.0,0.77,0.8,0.52,0.43,0.3,0.0,0.11,0.28,0.0,0.89,0.05,2
2515,0.4,0.63,0.6,1.0,1.0,0.82,0.85,0.4,0.44,0.11,0.0,0.0,0.45,0.19,0.93,0.03,2
2516,0.41,0.84,0.59,1.0,0.53,0.69,0.28,0.4,0.0,0.14,0.32,0.16,0.67,0.0,1.0,0.21,2
2517,0.41,0.85,0.62,1.0,0.52,0.65,0.3,0.36,0.0,0.15,0.33,0.07,0.68,0.0,1.0,0.19,2
2518,0.42,0.83,0.54,1.0,0.5,0.64,0.28,0.33,0.0,0.13,0.34,0.0,0.7,0.01,1.0,0.23,2
2519,0.43,0.8,0.65,1.0,0.98,0.88,0.69,0.5,0.29,0.2,0.0,0.12,0.52,0.19,1.0,0.0,2
2520,0.44,0.81,0.72,1.0,1.0,0.84,0.74,0.59,0.37,0.38,0.0,0.17,0.07,0.0,0.65,0.03,2
2521,0.45,0.78,0.75,1.0,1.0,0.76,0.82,0.43,0.48,0.16,0.0,0.0,0.33,0.08,0.88,0.1,2
2522,0.46,0.95,0.0,0.94,0.18,1.0,0.94,0.92,0.59,0.61,0.04,0.32,0.49,0.07,1.0,0.0,2
2523,0.47,1.0,0.77,1.0,0.72,0.55,0.42,0.19,0.0,0.0,0.05,0.12,0.52,0.07,1.0,0.0,2
2524,0.04,0.84,0.38,1.0,0.51,0.76,0.38,0.5,0.17,0.25,0.0,0.0,0.49,0.03,1.0,0.04,2
2525,0.49,0.74,0.56,1.0,0.76,0.75,0.5,0.37,0.14,0.06,0.0,0.08,0.5,0.09,1.0,0.0,2
2526,0.5,0.6,0.47,1.0,0.92,0.95,0.88,0.47,0.48,0.15,0.0,0.0,0.49,0.05,1.0,0.03,2
2527,0.51,0.63,0.59,1.0,0.79,0.7,0.56,0.31,0.2,0.0,0.0,0.06,0.47,0.24,1.0,0.19,2
2528,0.53,0.81,0.86,1.0,0.98,0.69,0.83,0.37,0.52,0.09,0.0,0.03,0.47,0.0,1.0,0.02,2
2529,0.54,0.75,0.36,1.0,0.78,0.94,0.62,0.55,0.25,0.26,0.0,0.11,0.49,0.04,1.0,0.0,2
2530,0.05,0.63,0.21,1.0,0.49,0.76,0.33,0.34,0.0,0.0,0.05,0.06,0.53,0.02,1.0,0.08,2
2531,0.05,0.81,0.45,1.0,0.71,0.77,0.48,0.38,0.16,0.06,0.0,0.03,0.5,0.08,1.0,0.0,2
2532,0.59,0.84,0.83,1.0,0.91,0.7,0.74,0.41,0.38,0.19,0.0,0.0,0.49,0.0,1.0,0.04,2
2533,0.6,0.88,0.89,1.0,0.93,0.7,0.71,0.39,0.4,0.12,0.0,0.0,0.48,0.0,1.0,0.01,2
2534,0.06,0.48,0.32,0.77,0.75,1.0,1.0,0.79,0.73,0.51,0.33,0.26,0.0,0.01,0.62,0.0,2
2535,0.06,0.79,0.49,1.0,1.0,0.97,0.79,0.67,0.4,0.43,0.0,0.18,0.32,0.01,0.91,0.0,2
2536,0.07,0.58,0.31,1.0,0.59,0.71,0.41,0.22,0.0,0.0,0.07,0.22,0.54,0.12,1.0,0.0,2
2537,0.07,0.72,0.39,1.0,0.64,0.72,0.42,0.31,0.0,0.05,0.02,0.07,0.52,0.01,1.0,0.0,2
2538,0.08,0.7,0.25,1.0,0.5,0.72,0.42,0.34,0.1,0.05,0.0,0.09,0.5,0.05,1.0,0.0,2
2539,0.09,0.67,0.32,1.0,0.58,0.79,0.43,0.42,0.17,0.08,0.0,0.0,0.49,0.12,1.0,0.01,2
2540,0.09,0.74,0.32,1.0,0.63,0.84,0.48,0.48,0.12,0.19,0.0,0.13,0.49,0.04,1.0,0.0,2
2541,0.0,0.44,0.11,0.72,0.48,0.93,0.98,1.0,1.0,0.74,0.7,0.5,0.64,0.27,0.82,0.0,3
2542,0.0,0.71,0.2,0.92,0.69,1.0,0.69,0.77,0.71,0.54,1.0,0.34,0.82,0.12,0.35,0.0,3
2543,0.0,0.77,0.18,1.0,0.62,1.0,0.71,0.72,0.72,0.41,1.0,0.17,0.75,0.0,0.32,0.04,3
2544,0.0,0.78,0.36,1.0,0.79,0.99,0.85,0.67,0.7,0.41,1.0,0.16,0.63,0.0,0.24,0.16,3
2545,0.0,0.79,0.35,1.0,0.71,0.83,0.45,0.55,0.84,0.47,1.0,0.2,0.57,0.0,0.03,0.0,3
2546,0.0,0.81,0.2,1.0,0.64,1.0,1.0,0.85,0.72,0.6,0.35,0.42,0.46,0.21,0.79,0.0,3
2547,0.0,0.82,0.38,1.0,0.79,0.84,0.46,0.56,0.6,0.38,1.0,0.18,0.56,0.0,0.12,0.06,3
2548,0.0,0.82,0.41,1.0,0.9,0.88,0.69,0.59,0.73,0.48,1.0,0.19,0.56,0.0,0.03,0.05,3
2549,0.0,0.83,0.35,1.0,0.86,0.88,0.42,0.63,0.52,0.47,1.0,0.27,0.6,0.04,0.02,0.0,3
2550,0.0,0.84,0.3,1.0,0.36,0.75,0.28,0.52,0.89,0.52,1.0,0.27,0.64,0.06,0.06,0.0,3
2551,0.0,0.84,0.47,1.0,1.0,0.98,0.75,0.76,0.5,0.55,0.92,0.35,0.77,0.09,0.25,0.0,3
2552,0.0,0.85,0.43,1.0,0.68,0.87,0.5,0.61,0.92,0.44,1.0,0.14,0.55,0.0,0.08,0.08,3
2553,0.0,0.86,0.47,1.0,0.83,0.86,0.48,0.64,0.62,0.49,1.0,0.31,0.71,0.07,0.16,0.0,3
2554,0.0,0.87,0.27,1.0,0.55,0.87,0.68,0.68,0.82,0.5,1.0,0.32,1.0,0.13,0.73,0.0,3
2555,0.0,0.88,0.18,1.0,0.68,0.97,0.59,0.7,0.55,0.5,1.0,0.37,0.84,0.11,0.35,0.0,3
2556,0.0,0.89,0.29,1.0,0.66,0.87,0.7,0.66,0.84,0.46,1.0,0.26,0.75,0.08,0.25,0.0,3
2557,0.0,0.89,0.56,1.0,0.77,0.77,0.29,0.54,0.5,0.48,1.0,0.27,0.6,0.05,0.0,0.0,3
2558,0.0,0.91,0.38,1.0,0.81,0.91,0.67,0.62,1.0,0.4,0.98,0.16,0.51,0.05,0.0,0.0,3
2559,0.0,0.92,0.46,1.0,0.9,0.89,0.52,0.67,0.89,0.44,1.0,0.16,0.53,0.04,0.03,0.0,3
2560,0.0,0.95,0.48,1.0,0.92,0.85,0.55,0.61,0.78,0.34,1.0,0.05,0.48,0.0,0.03,0.15,3
2561,0.1,0.73,0.33,1.0,0.6,0.82,0.59,0.63,1.0,0.41,0.92,0.06,0.43,0.0,0.0,0.18,3
2562,0.11,0.8,0.37,1.0,0.83,0.89,0.5,0.65,1.0,0.54,0.97,0.24,0.54,0.04,0.0,0.0,3
2563,0.11,0.89,0.55,1.0,1.0,0.94,0.82,0.69,0.97,0.44,0.93,0.19,0.49,0.06,0.0,0.0,3
2564,0.12,0.76,0.47,1.0,1.0,0.98,0.97,0.72,0.52,0.54,0.74,0.3,0.52,0.05,0.0,0.0,3
2565,0.12,0.91,0.55,0.98,1.0,1.0,1.0,0.83,0.67,0.64,0.54,0.39,0.37,0.14,0.0,0.0,3
2566,0.13,0.87,0.11,1.0,0.59,0.95,0.32,0.65,0.81,0.56,1.0,0.29,0.56,0.08,0.0,0.0,3
2567,0.14,0.77,0.53,1.0,0.79,0.77,0.43,0.46,0.83,0.36,1.0,0.09,0.5,0.0,0.0,0.01,3
2568,0.15,0.74,0.23,1.0,0.72,0.92,0.53,0.6,0.75,0.45,1.0,0.18,0.55,0.0,0.0,0.01,3
2569,0.15,0.82,0.42,1.0,0.7,0.85,0.63,0.63,1.0,0.48,0.82,0.17,0.39,0.0,0.0,0.13,3
2570,0.16,0.78,0.53,1.0,0.81,0.76,0.53,0.46,0.94,0.46,1.0,0.15,0.44,0.0,0.0,0.14,3
2571,0.16,0.86,0.7,1.0,0.85,0.71,0.51,0.43,1.0,0.4,0.97,0.07,0.37,0.0,0.0,0.26,3
2572,0.17,0.77,0.5,1.0,1.0,0.99,0.6,0.75,0.83,0.52,0.97,0.16,0.51,0.0,0.0,0.0,3
2573,0.17,0.85,0.54,1.0,0.9,0.84,0.89,0.57,1.0,0.36,0.97,0.11,0.49,0.0,0.0,0.01,3
2574,0.01,0.85,0.46,1.0,0.7,0.88,0.55,0.58,0.97,0.39,1.0,0.1,0.51,0.0,0.0,0.02,3
2575,0.18,0.78,0.53,1.0,0.85,0.85,0.48,0.61,0.71,0.46,1.0,0.2,0.56,0.0,0.0,0.05,3
2576,0.19,0.71,0.55,1.0,1.0,0.99,0.73,0.66,0.55,0.44,0.97,0.22,0.55,0.0,0.0,0.04,3
2577,0.19,0.89,0.6,1.0,0.54,0.69,0.47,0.5,1.0,0.48,0.99,0.2,0.54,0.02,0.0,0.0,3
2578,0.2,0.82,0.62,1.0,1.0,0.81,0.68,0.54,0.82,0.5,0.89,0.19,0.42,0.0,0.0,0.13,3
2579,0.2,0.91,0.61,1.0,0.71,0.78,0.59,0.51,1.0,0.34,0.86,0.11,0.37,0.0,0.0,0.01,3
2580,0.21,0.83,0.55,1.0,0.92,0.86,0.73,0.61,0.92,0.35,1.0,0.09,0.52,0.0,0.0,0.0,3
2581,0.22,0.83,0.62,1.0,0.92,0.78,0.51,0.53,0.55,0.37,1.0,0.17,0.55,0.0,0.0,0.07,3
2582,0.23,0.81,0.65,1.0,0.92,0.74,0.67,0.45,0.97,0.35,1.0,0.04,0.38,0.0,0.0,0.17,3
2583,0.23,0.89,0.68,1.0,1.0,0.88,0.68,0.67,0.63,0.45,0.9,0.25,0.5,0.08,0.0,0.0,3
2584,0.24,0.92,0.61,1.0,1.0,0.99,0.81,0.79,0.59,0.57,0.56,0.31,0.35,0.09,0.0,0.0,3
2585,0.25,0.75,0.37,0.98,0.92,1.0,1.0,0.75,0.68,0.51,0.97,0.27,0.51,0.09,0.0,0.0,3
2586,0.25,0.86,0.59,1.0,0.77,0.81,0.54,0.57,1.0,0.42,0.89,0.16,0.4,0.0,0.0,0.18,3
2587,0.26,0.84,0.63,1.0,0.73,0.8,0.71,0.6,1.0,0.37,0.84,0.09,0.41,0.0,0.0,0.1,3
2588,0.26,0.87,0.63,1.0,0.83,0.83,0.57,0.57,1.0,0.4,0.9,0.1,0.41,0.0,0.0,0.12,3
2589,0.02,0.75,0.35,1.0,0.96,0.95,0.88,0.67,0.77,0.39,1.0,0.09,0.41,0.0,0.0,0.2,3
2590,0.27,0.81,0.67,1.0,0.95,0.91,0.68,0.61,1.0,0.5,0.92,0.17,0.5,0.0,0.0,0.05,3
2591,0.02,0.84,0.48,1.0,1.0,0.96,0.67,0.7,0.6,0.49,0.95,0.29,0.61,0.04,0.0,0.0,3
2592,0.28,0.81,0.6,1.0,1.0,0.85,0.81,0.57,0.95,0.39,0.91,0.12,0.44,0.0,0.0,0.11,3
2593,0.02,0.96,0.53,1.0,1.0,0.91,0.67,0.71,0.55,0.49,0.79,0.24,0.46,0.06,0.0,0.0,3
2594,0.29,0.82,0.44,1.0,0.93,0.92,0.68,0.63,0.77,0.4,1.0,0.13,0.53,0.0,0.0,0.04,3
2595,0.3,0.78,0.41,1.0,1.0,0.83,0.59,0.62,0.4,0.56,0.85,0.3,0.62,0.0,0.0,0.09,3
2596,0.3,0.83,0.64,1.0,1.0,0.85,0.64,0.63,0.98,0.41,0.98,0.14,0.48,0.0,0.0,0.1,3
2597,0.31,0.82,0.72,1.0,1.0,0.87,0.65,0.64,0.69,0.4,0.91,0.14,0.47,0.0,0.0,0.05,3
2598,0.32,0.72,0.57,0.93,1.0,1.0,0.87,0.78,0.62,0.56,0.61,0.3,0.44,0.07,0.0,0.0,3
2599,0.32,0.84,0.65,1.0,0.76,0.75,0.66,0.46,1.0,0.3,0.79,0.07,0.4,0.0,0.0,0.03,3
2600,0.32,0.9,0.65,1.0,1.0,0.9,0.75,0.71,0.59,0.5,0.68,0.27,0.39,0.1,0.0,0.0,3
2601,0.32,0.94,0.7,1.0,0.76,0.77,0.68,0.54,1.0,0.35,0.78,0.09,0.37,0.0,0.0,0.09,3
2602,0.33,0.84,0.84,1.0,0.94,0.76,0.5,0.54,0.93,0.47,1.0,0.19,0.52,0.0,0.0,0.06,3
2603,0.34,0.87,0.66,1.0,0.8,0.78,0.77,0.53,1.0,0.29,0.72,0.06,0.34,0.0,0.0,0.13,3
2604,0.35,0.72,0.26,0.94,0.91,1.0,0.82,0.67,0.64,0.51,1.0,0.26,0.53,0.0,0.0,0.03,3
2605,0.35,0.77,0.44,1.0,1.0,0.99,0.71,0.69,0.8,0.39,0.9,0.07,0.33,0.0,0.0,0.24,3
2606,0.35,0.92,0.61,1.0,0.81,0.75,0.59,0.6,1.0,0.43,0.86,0.1,0.4,0.0,0.0,0.07,3
2607,0.36,0.86,0.68,1.0,1.0,0.77,0.62,0.52,0.71,0.45,0.99,0.19,0.52,0.02,0.0,0.0,3
2608,0.37,0.76,0.46,1.0,0.99,0.95,0.74,0.61,1.0,0.5,0.91,0.18,0.42,0.0,0.0,0.15,3
2609,0.37,0.89,0.73,1.0,0.58,0.72,0.81,0.59,1.0,0.29,0.75,0.02,0.3,0.0,0.0,0.23,3
2610,0.38,0.78,0.73,1.0,0.92,0.7,0.58,0.48,1.0,0.39,0.85,0.06,0.33,0.0,0.0,0.28,3
2611,0.38,0.85,0.73,1.0,0.9,0.77,0.52,0.56,1.0,0.49,0.95,0.18,0.5,0.0,0.0,0.11,3
2612,0.39,0.8,0.72,1.0,1.0,0.85,0.71,0.6,0.89,0.36,0.84,0.07,0.4,0.0,0.0,0.16,3
2613,0.39,0.94,0.74,1.0,0.62,0.74,0.66,0.67,1.0,0.45,0.85,0.16,0.36,0.0,0.0,0.12,3
2614,0.4,0.81,0.77,1.0,1.0,0.86,0.78,0.59,0.97,0.36,0.93,0.1,0.47,0.0,0.0,0.1,3
2615,0.4,0.96,0.83,1.0,0.81,0.72,0.73,0.61,1.0,0.35,0.79,0.06,0.35,0.0,0.0,0.19,3
2616,0.41,0.82,0.66,1.0,1.0,0.78,0.62,0.51,0.77,0.43,0.95,0.13,0.49,0.0,0.0,0.08,3
2617,0.42,0.81,0.52,1.0,0.96,0.76,0.72,0.47,0.77,0.37,1.0,0.07,0.39,0.0,0.0,0.22,3
2618,0.43,0.93,0.86,1.0,1.0,0.74,0.61,0.52,0.55,0.36,0.98,0.19,0.56,0.0,0.0,0.0,3
2619,0.43,0.99,0.84,1.0,0.8,0.77,0.7,0.59,1.0,0.37,0.8,0.11,0.39,0.0,0.0,0.03,3
2620,0.44,0.82,0.79,1.0,1.0,0.81,0.73,0.56,0.82,0.45,0.8,0.17,0.42,0.0,0.0,0.13,3
2621,0.45,0.84,0.73,1.0,1.0,0.98,0.82,0.72,0.69,0.43,0.61,0.14,0.31,0.0,0.0,0.02,3
2622,0.45,0.85,0.79,1.0,0.89,0.78,0.65,0.54,1.0,0.33,0.97,0.08,0.46,0.0,0.0,0.1,3
2623,0.46,0.88,0.78,1.0,0.79,0.67,0.65,0.47,1.0,0.32,0.75,0.07,0.37,0.0,0.0,0.05,3
2624,0.47,0.8,0.71,1.0,1.0,0.89,0.38,0.72,0.44,0.48,0.91,0.23,0.45,0.0,0.0,0.1,3
2625,0.47,0.87,0.75,1.0,0.8,0.73,0.85,0.54,1.0,0.31,0.74,0.08,0.38,0.0,0.0,0.05,3
2626,0.48,0.8,0.5,1.0,1.0,0.99,0.78,0.69,0.76,0.49,0.91,0.18,0.45,0.0,0.0,0.09,3
2627,0.48,0.86,0.92,1.0,1.0,0.79,0.58,0.62,0.8,0.48,0.75,0.17,0.33,0.0,0.0,0.15,3
2628,0.49,0.84,0.55,1.0,1.0,0.98,0.72,0.72,0.48,0.5,0.81,0.31,0.49,0.08,0.0,0.0,3
2629,0.51,1.0,0.93,0.95,0.64,0.73,0.7,0.61,1.0,0.39,0.82,0.12,0.38,0.0,0.0,0.07,3
2630,0.51,0.93,0.86,1.0,0.8,0.69,0.54,0.44,1.0,0.37,0.94,0.1,0.48,0.01,0.0,0.0,3
2631,0.52,0.83,0.8,1.0,1.0,0.8,0.71,0.55,0.94,0.45,0.91,0.17,0.49,0.0,0.0,0.08,3
2632,0.52,0.96,0.84,1.0,1.0,0.79,0.73,0.58,0.84,0.35,0.9,0.11,0.47,0.0,0.0,0.05,3
2633,0.54,0.77,0.47,0.98,1.0,1.0,0.93,0.74,0.77,0.43,0.96,0.11,0.46,0.0,0.0,0.16,3
2634,0.55,0.89,0.85,1.0,1.0,0.81,0.78,0.6,0.69,0.35,0.64,0.09,0.33,0.0,0.0,0.03,3
2635,0.05,0.7,0.34,1.0,0.85,0.83,0.56,0.52,0.75,0.43,1.0,0.12,0.41,0.0,0.0,0.2,3
2636,0.57,0.82,0.81,1.0,0.84,0.78,0.57,0.57,1.0,0.51,0.86,0.2,0.47,0.02,0.0,0.0,3
2637,0.59,0.73,0.48,1.0,0.99,0.95,0.81,0.63,0.93,0.44,1.0,0.13,0.5,0.0,0.0,0.11,3
2638,0.61,0.74,0.78,1.0,1.0,0.79,0.73,0.52,0.87,0.4,0.87,0.12,0.41,0.0,0.0,0.14,3
2639,0.62,0.86,0.87,1.0,1.0,0.79,0.85,0.54,0.85,0.25,0.64,0.04,0.29,0.0,0.0,0.12,3
2640,0.66,1.0,1.0,0.94,0.91,0.69,0.69,0.47,0.95,0.24,0.74,0.02,0.36,0.0,0.0,0.09,3
2641,0.06,0.85,0.48,1.0,0.83,0.83,0.6,0.56,1.0,0.38,0.86,0.13,0.34,0.0,0.0,0.02,3
2642,0.06,0.9,0.63,1.0,0.98,0.91,0.63,0.72,0.84,0.5,1.0,0.27,0.57,0.1,0.0,0.0,3
2643,0.76,0.91,1.0,1.0,0.89,0.75,0.84,0.51,0.85,0.23,0.61,0.02,0.23,0.0,0.0,0.22,3
2644,0.08,0.77,0.39,0.95,0.86,1.0,1.0,0.8,0.68,0.59,0.73,0.35,0.4,0.15,0.0,0.0,3
2645,0.08,0.81,0.42,0.98,0.92,1.0,1.0,0.79,0.63,0.6,0.65,0.36,0.44,0.14,0.0,0.0,3
2646,0.0,1.0,0.15,0.95,0.01,0.63,0.33,0.4,1.0,0.48,0.94,0.65,0.93,0.32,0.9,0.0,4
2647,0.0,1.0,0.03,0.72,0.26,0.35,0.85,0.35,1.0,0.71,0.73,0.97,0.65,0.49,0.66,0.0,4
2648,0.0,1.0,0.05,0.86,0.02,0.66,0.03,0.45,0.38,0.34,0.68,0.39,0.81,0.19,1.0,0.0,4
2649,1.0,1.0,0.51,0.81,0.07,0.61,0.0,0.42,0.67,0.51,0.51,0.46,0.23,0.23,0.09,0.0,4
2650,1.0,1.0,0.69,0.79,0.33,0.59,0.0,0.38,0.48,0.34,0.9,0.47,0.71,0.24,0.71,0.0,4
2651,1.0,1.0,0.74,0.9,0.28,0.68,0.0,0.44,0.77,0.46,0.72,0.48,0.37,0.23,0.09,0.0,4
2652,1.0,0.95,0.75,1.0,0.42,0.7,0.0,0.44,0.42,0.33,0.85,0.49,0.83,0.31,0.85,0.0,4
2653,0.11,1.0,0.08,0.93,0.0,0.6,0.17,0.33,0.6,0.41,1.0,0.57,0.85,0.32,0.76,0.0,4
2654,0.12,1.0,0.0,0.79,0.02,0.48,0.52,0.47,1.0,0.58,0.82,0.67,0.73,0.34,0.66,0.0,4
2655,0.12,0.89,0.27,1.0,0.16,0.72,0.0,0.44,0.36,0.24,0.97,0.41,1.0,0.28,0.95,0.0,4
2656,0.14,1.0,0.1,0.84,0.0,0.55,0.52,0.43,1.0,0.57,0.98,0.59,0.85,0.29,0.72,0.0,4
2657,0.15,1.0,0.11,0.84,0.0,0.48,0.61,0.43,1.0,0.59,0.71,0.72,0.49,0.36,0.35,0.0,4
2658,0.16,1.0,0.0,0.65,0.43,0.57,1.0,0.7,0.99,0.87,0.97,0.76,0.84,0.38,0.73,0.0,4
2659,0.16,1.0,0.18,0.77,0.0,0.47,0.26,0.29,0.88,0.35,1.0,0.58,0.74,0.3,0.59,0.0,4
2660,0.17,1.0,0.0,0.74,0.06,0.36,0.77,0.37,1.0,0.63,0.73,0.95,0.71,0.47,0.75,0.0,4
2661,0.18,1.0,0.0,0.76,0.2,0.46,0.75,0.56,1.0,0.9,0.69,0.68,0.43,0.34,0.19,0.0,4
2662,0.18,1.0,0.16,0.91,0.0,0.64,0.22,0.39,1.0,0.41,0.86,0.55,0.61,0.28,0.61,0.0,4
2663,0.19,1.0,0.0,0.71,0.02,0.43,0.77,0.39,1.0,0.58,0.98,0.6,0.8,0.3,0.71,0.0,4
2664,0.19,1.0,0.03,0.83,0.0,0.6,0.08,0.37,0.92,0.33,0.81,0.44,0.7,0.21,1.0,0.0,4
2665,0.2,1.0,0.07,0.84,0.0,0.5,0.65,0.5,1.0,0.67,0.84,0.68,0.77,0.34,0.72,0.0,4
2666,0.21,1.0,0.0,0.7,0.07,0.42,0.91,0.49,1.0,0.64,0.7,0.67,0.72,0.34,0.7,0.0,4
2667,0.21,1.0,0.15,0.75,0.0,0.45,0.58,0.42,0.92,0.5,0.88,0.61,0.89,0.3,1.0,0.0,4
2668,0.22,1.0,0.0,0.54,0.18,0.1,1.0,0.14,0.94,0.56,0.63,1.0,0.59,0.5,0.6,0.0,4
2669,0.22,1.0,0.12,0.71,0.0,0.41,0.3,0.26,1.0,0.27,0.99,0.42,0.74,0.3,0.73,0.0,4
2670,0.23,1.0,0.0,0.81,0.25,0.48,1.0,0.44,0.96,0.8,0.85,0.68,0.76,0.28,0.65,0.0,4
2671,0.23,1.0,0.09,0.78,0.0,0.45,0.57,0.28,1.0,0.38,0.58,0.62,0.42,0.32,0.43,0.0,4
2672,0.25,1.0,0.0,0.73,0.16,0.49,0.72,0.51,1.0,0.68,0.89,0.58,0.79,0.29,0.74,0.0,4
2673,0.25,1.0,0.29,0.78,0.14,0.49,0.0,0.2,0.56,0.19,0.9,0.39,0.9,0.24,1.0,0.0,4
2674,0.26,1.0,0.0,0.71,0.41,0.5,0.97,0.52,1.0,0.87,0.81,0.67,0.67,0.34,0.59,0.0,4
2675,0.26,1.0,0.02,0.69,0.0,0.37,0.52,0.29,1.0,0.34,0.65,0.6,0.5,0.34,0.48,0.0,4
2676,0.27,1.0,0.0,0.74,0.4,0.54,1.0,0.59,0.84,0.91,0.57,0.64,0.43,0.32,0.33,0.0,4
2677,0.27,1.0,0.41,0.75,0.0,0.48,0.43,0.47,0.84,0.56,1.0,0.68,0.93,0.31,0.82,0.0,4
2678,0.28,1.0,0.12,0.86,0.0,0.67,0.22,0.52,0.58,0.46,0.93,0.38,1.0,0.19,0.91,0.0,4
2679,0.29,1.0,0.0,0.77,0.0,0.53,0.75,0.44,1.0,0.63,0.72,0.51,0.73,0.25,0.67,0.0,4
2680,0.29,1.0,0.03,0.82,0.0,0.52,0.6,0.51,1.0,0.78,0.9,0.56,0.81,0.27,0.75,0.0,4
2681,0.3,1.0,0.16,0.84,0.0,0.51,0.28,0.26,0.8,0.33,1.0,0.65,0.79,0.34,0.68,0.0,4
2682,0.3,1.0,0.33,0.81,0.04,0.54,0.0,0.29,0.7,0.27,1.0,0.49,0.94,0.29,0.98,0.0,4
2683,0.31,1.0,0.12,0.74,0.0,0.46,0.55,0.42,1.0,0.51,0.78,0.59,0.78,0.29,0.83,0.0,4
2684,0.32,1.0,0.0,0.72,0.01,0.39,0.5,0.32,1.0,0.35,0.87,0.59,0.77,0.32,0.58,0.0,4
2685,0.32,1.0,0.0,0.8,0.06,0.56,1.0,0.56,0.57,0.88,0.47,0.84,0.55,0.38,0.6,0.0,4
2686,0.32,1.0,0.02,0.74,0.0,0.45,0.55,0.43,1.0,0.64,0.75,0.53,0.47,0.27,0.43,0.0,4
2687,0.33,1.0,0.19,0.85,0.0,0.68,0.0,0.49,0.24,0.34,0.57,0.25,0.9,0.18,1.0,0.0,4
2688,0.34,1.0,0.24,0.84,0.0,0.51,0.28,0.36,0.93,0.35,1.0,0.66,0.91,0.32,0.84,0.0,4
2689,0.34,0.84,0.42,1.0,0.19,0.65,0.0,0.31,0.56,0.4,1.0,0.55,0.87,0.38,0.85,0.0,4
2690,0.35,1.0,0.21,0.73,0.0,0.46,0.18,0.3,0.77,0.3,1.0,0.53,0.87,0.27,0.79,0.0,4
2691,0.36,1.0,0.13,0.75,0.57,0.65,1.0,0.78,0.63,0.85,0.41,0.57,0.18,0.29,0.0,0.0,4
2692,0.36,1.0,0.03,0.72,0.0,0.45,0.62,0.5,1.0,0.61,0.95,0.63,0.97,0.3,0.97,0.0,4
